MaPhieu,ThoiDiemOnline,ThoiGianOnline
019813,15:26:00,01:37:00
019814,15:05:00,00:59:00
019815,19:47:00,00:50:00
019816,12:55:00,00:10:00
019817,13:48:00,00:55:00
019818,21:34:00,00:18:00
019819,11:27:00,00:58:00
019820,18:56:00,01:56:00
019821,18:39:00,00:57:00
019822,16:46:00,01:23:00
019823,20:60:00,00:24:00
019824,14:12:00,01:26:00
019825,10:40:00,00:42:00
019826,10:05:00,00:49:00
019827,15:23:00,00:33:00
019828,17:35:00,00:26:00
019829,13:40:00,01:17:00
019830,13:34:00,01:38:00
019831,09:26:00,01:59:00
019832,17:48:00,00:44:00
019833,12:35:00,00:17:00
019834,20:13:00,01:06:00
019835,12:46:00,00:14:00
019836,20:21:00,00:24:00
019837,20:11:00,01:34:00
019838,15:17:00,00:22:00
019839,16:02:00,01:15:00
019840,18:11:00,01:48:00
019841,17:55:00,01:19:00
019842,12:47:00,01:44:00
019843,21:09:00,01:51:00
019844,11:04:00,01:04:00
019845,21:34:00,00:38:00
019846,16:29:00,00:04:00
019847,16:49:00,01:46:00
019848,16:20:00,01:48:00
019849,18:57:00,01:44:00
019850,10:02:00,01:12:00
019851,13:38:00,00:00:00
019852,21:46:00,01:07:00
019853,11:40:00,00:02:00
019854,09:17:00,00:33:00
019855,19:47:00,00:27:00
019856,10:30:00,00:23:00
019857,11:52:00,01:00:00
019858,20:05:00,01:43:00
019859,19:57:00,01:00:00
019860,12:09:00,01:53:00
019861,10:10:00,00:05:00
019862,14:26:00,01:51:00
019863,20:07:00,01:19:00
019864,21:58:00,01:28:00
019865,17:14:00,01:59:00
019866,17:17:00,01:42:00
019867,12:58:00,01:29:00
019868,17:31:00,00:03:00
019869,11:24:00,00:39:00
019870,21:13:00,01:02:00
019871,21:48:00,00:33:00
019872,20:45:00,01:46:00
019873,19:41:00,00:51:00
019874,12:56:00,01:55:00
019875,18:21:00,00:37:00
019876,14:00:00,00:13:00
019877,18:08:00,01:47:00
019878,16:54:00,00:43:00
019879,09:05:00,01:09:00
019880,11:50:00,01:32:00
019881,12:49:00,01:23:00
019882,13:04:00,01:56:00
019883,12:19:00,00:57:00
019884,12:48:00,00:12:00
019885,09:18:00,00:46:00
019886,21:59:00,01:14:00
019887,09:12:00,01:52:00
019888,18:32:00,01:10:00
019889,10:25:00,00:56:00
019890,21:41:00,01:57:00
019891,13:51:00,01:23:00
019892,15:43:00,01:58:00
019893,18:43:00,00:22:00
019894,19:13:00,01:47:00
019895,18:02:00,00:31:00
019896,11:50:00,01:52:00
019897,11:15:00,01:09:00
019898,17:20:00,01:40:00
019899,10:15:00,00:60:00
019900,19:12:00,01:45:00
019901,17:22:00,00:31:00
019902,13:27:00,01:31:00
019903,09:22:00,00:19:00
019904,14:33:00,00:13:00
019905,12:44:00,00:51:00
019906,13:56:00,00:09:00
019907,12:27:00,01:12:00
019908,19:06:00,00:41:00
019909,21:12:00,00:14:00
019910,15:06:00,00:27:00
019911,09:42:00,01:44:00
019912,09:53:00,00:35:00
019913,12:54:00,01:20:00
019914,11:55:00,00:14:00
019915,10:47:00,00:35:00
019916,17:20:00,00:29:00
019917,12:01:00,00:28:00
019918,10:22:00,00:42:00
019919,21:00:00,01:43:00
019920,21:57:00,00:40:00
019921,12:18:00,01:34:00
019922,20:20:00,00:50:00
019923,18:43:00,00:39:00
019924,11:53:00,00:13:00
019925,17:06:00,00:41:00
019926,21:43:00,00:39:00
019927,09:53:00,00:21:00
019928,17:53:00,00:49:00
019929,21:56:00,00:07:00
019930,16:06:00,00:58:00
019931,21:22:00,00:01:00
019932,12:59:00,01:29:00
019933,18:33:00,01:03:00
019934,21:18:00,01:40:00
019935,15:43:00,00:54:00
019936,16:35:00,01:47:00
019937,15:00:00,01:33:00
019938,15:48:00,01:22:00
019939,19:56:00,01:44:00
019940,16:28:00,01:37:00
019941,21:45:00,01:48:00
019942,10:27:00,00:49:00
019943,18:47:00,01:32:00
019944,20:11:00,01:46:00
019945,21:29:00,01:16:00
019946,21:30:00,01:60:00
019947,21:53:00,01:23:00
019948,16:32:00,00:23:00
019949,17:02:00,01:12:00
019950,11:27:00,00:28:00
019951,18:06:00,00:56:00
019952,09:21:00,00:45:00
019953,12:51:00,01:51:00
019954,20:56:00,00:40:00
019955,13:14:00,01:45:00
019956,13:48:00,01:22:00
019957,09:32:00,00:54:00
019958,21:02:00,00:32:00
019959,10:12:00,00:18:00
019960,12:59:00,00:19:00
019961,21:10:00,00:42:00
019962,20:40:00,01:09:00
019963,13:22:00,01:09:00
019964,20:11:00,00:26:00
019965,15:39:00,00:39:00
019966,20:07:00,00:51:00
019967,17:07:00,01:31:00
019968,21:57:00,01:34:00
019969,10:09:00,01:55:00
019970,09:05:00,01:29:00
019971,11:04:00,00:19:00
019972,16:52:00,00:32:00
019973,20:41:00,01:38:00
019974,14:15:00,00:03:00
019975,20:13:00,01:02:00
019976,20:00:00,01:09:00
019977,13:58:00,00:22:00
019978,20:39:00,00:60:00
019979,20:09:00,00:22:00
019980,17:58:00,01:22:00
019981,16:51:00,01:42:00
019982,10:38:00,01:17:00
019983,12:40:00,01:35:00
019984,12:56:00,00:44:00
019985,16:48:00,00:46:00
019986,11:48:00,00:33:00
019987,15:13:00,00:11:00
019988,11:28:00,01:12:00
019989,10:14:00,01:51:00
019990,13:45:00,01:11:00
019991,18:43:00,00:05:00
019992,10:47:00,01:58:00
019993,20:60:00,00:53:00
019994,09:05:00,01:22:00
019995,09:14:00,01:10:00
019996,14:23:00,01:37:00
019997,13:41:00,01:36:00
024442,20:41:00,00:55:00
024443,14:39:00,01:40:00
024444,09:56:00,00:15:00
024445,09:13:00,01:20:00
024446,10:13:00,01:56:00
024447,14:10:00,01:10:00
024448,20:12:00,00:41:00
024449,10:14:00,01:25:00
024450,14:35:00,00:55:00
024451,14:48:00,01:35:00
024452,09:52:00,00:08:00
024453,14:20:00,01:54:00
024454,18:56:00,01:54:00
024455,17:17:00,01:17:00
024456,10:50:00,00:22:00
024457,19:35:00,00:57:00
024458,18:19:00,00:35:00
024459,14:23:00,01:12:00
024460,15:05:00,00:27:00
024461,17:13:00,01:13:00
024462,18:39:00,01:12:00
024463,21:51:00,00:51:00
024464,12:11:00,00:59:00
024465,09:56:00,00:54:00
024466,11:15:00,01:05:00
024467,19:32:00,01:09:00
024468,12:16:00,01:30:00
024469,21:23:00,01:44:00
024470,17:28:00,01:48:00
024471,18:60:00,00:10:00
024472,14:35:00,01:40:00
024473,21:23:00,00:40:00
024474,13:56:00,00:07:00
024475,17:50:00,01:01:00
024476,18:44:00,01:13:00
024477,19:44:00,00:60:00
024478,21:36:00,01:10:00
024479,13:02:00,01:59:00
024480,12:36:00,01:05:00
024481,10:52:00,01:49:00
024482,21:37:00,01:59:00
024483,14:60:00,00:50:00
024484,12:14:00,01:27:00
024485,12:33:00,01:51:00
024486,10:50:00,01:23:00
024487,13:37:00,01:58:00
024488,11:24:00,01:39:00
024489,09:21:00,01:11:00
024490,20:30:00,01:39:00
024491,17:51:00,00:09:00
024492,20:51:00,00:37:00
024493,12:54:00,01:40:00
024494,10:29:00,00:37:00
024495,12:28:00,00:35:00
024496,17:18:00,00:23:00
024497,11:35:00,00:16:00
024498,18:41:00,01:21:00
024499,12:45:00,01:53:00
024500,14:03:00,01:45:00
024501,18:08:00,01:44:00
024502,10:43:00,01:21:00
024503,12:07:00,00:16:00
024504,14:08:00,01:43:00
024505,14:14:00,00:53:00
024506,13:58:00,00:29:00
024507,10:02:00,01:54:00
024508,21:48:00,01:21:00
024509,15:27:00,00:24:00
024510,17:21:00,00:07:00
024511,10:04:00,01:50:00
024512,19:30:00,01:03:00
024513,14:56:00,00:39:00
024514,15:09:00,01:26:00
024515,19:02:00,01:32:00
024516,18:32:00,00:57:00
024517,10:46:00,00:37:00
024518,19:33:00,00:05:00
024519,20:27:00,00:05:00
024520,11:29:00,00:12:00
024521,18:08:00,01:04:00
024522,19:20:00,01:30:00
024523,14:04:00,01:30:00
024524,19:58:00,00:09:00
024525,12:36:00,01:22:00
024526,21:02:00,00:15:00
024527,09:36:00,00:14:00
024528,20:12:00,00:55:00
024529,13:59:00,00:07:00
024530,12:06:00,00:22:00
024531,16:03:00,00:52:00
024532,20:56:00,00:56:00
024533,14:19:00,00:06:00
024534,10:25:00,00:04:00
024535,13:05:00,01:18:00
024536,17:34:00,01:49:00
024537,09:20:00,01:33:00
024538,10:00:00,01:08:00
024539,12:21:00,01:02:00
024540,17:38:00,00:48:00
024541,16:27:00,00:58:00
024542,19:11:00,00:41:00
024543,10:60:00,01:26:00
024544,18:07:00,00:46:00
024545,21:50:00,00:30:00
024546,19:14:00,00:13:00
024547,13:10:00,01:38:00
024548,19:56:00,01:58:00
024549,09:06:00,00:34:00
024550,20:54:00,00:45:00
024551,14:09:00,00:31:00
024552,12:01:00,00:03:00
024553,14:35:00,01:13:00
024554,13:32:00,00:45:00
024555,14:29:00,00:13:00
024556,12:51:00,00:45:00
024557,14:48:00,01:06:00
024558,12:12:00,00:34:00
024559,17:39:00,00:57:00
024560,14:34:00,01:15:00
024561,12:34:00,00:59:00
024562,18:08:00,01:09:00
024563,16:14:00,01:45:00
024564,21:45:00,00:24:00
024565,20:05:00,01:06:00
024566,14:29:00,00:03:00
024567,13:02:00,00:02:00
024568,13:36:00,00:58:00
024569,10:19:00,01:24:00
024570,21:54:00,00:51:00
024571,15:59:00,01:22:00
024572,11:50:00,00:06:00
024573,12:27:00,00:43:00
024574,18:28:00,01:03:00
024575,13:09:00,00:56:00
024576,09:39:00,01:20:00
024577,15:08:00,00:42:00
024578,09:28:00,00:40:00
024579,12:05:00,01:19:00
024580,17:14:00,00:43:00
024581,12:34:00,00:03:00
024582,14:43:00,01:31:00
024583,13:28:00,01:51:00
024584,11:16:00,00:27:00
024585,10:33:00,01:43:00
024586,19:55:00,00:36:00
024587,13:41:00,00:39:00
024588,09:37:00,00:49:00
024589,20:51:00,00:14:00
024590,13:37:00,01:18:00
024591,13:59:00,01:29:00
024592,14:08:00,01:26:00
024593,11:22:00,00:58:00
024594,19:07:00,01:38:00
024595,14:44:00,00:57:00
024596,15:22:00,01:33:00
024597,12:35:00,01:56:00
024598,14:52:00,00:12:00
024599,17:39:00,01:40:00
024600,21:53:00,01:32:00
024601,21:34:00,01:25:00
024602,21:49:00,01:38:00
024603,21:56:00,01:04:00
024604,13:53:00,01:34:00
024605,14:11:00,01:12:00
024606,12:17:00,01:39:00
024607,09:19:00,00:52:00
024608,19:11:00,01:13:00
024609,20:29:00,00:34:00
024610,21:25:00,00:00:00
024611,11:38:00,00:06:00
024612,14:41:00,01:00:00
024613,09:51:00,01:08:00
024614,12:56:00,00:43:00
024615,18:60:00,01:29:00
024616,20:32:00,00:48:00
024617,14:03:00,01:45:00
024618,12:59:00,00:48:00
024619,13:16:00,00:17:00
024620,09:48:00,01:38:00
024621,13:03:00,00:00:00
024622,18:53:00,01:51:00
024623,17:50:00,01:48:00
024624,19:49:00,00:29:00
024625,14:42:00,00:21:00
024626,19:23:00,00:08:00
024627,11:48:00,01:27:00
024628,21:11:00,01:34:00
024629,15:59:00,01:20:00
024630,09:29:00,00:20:00
024631,18:02:00,01:08:00
024632,15:08:00,00:48:00
024633,11:36:00,01:20:00
024634,17:46:00,01:20:00
024635,13:02:00,00:49:00
024636,17:32:00,01:17:00
024637,18:44:00,00:34:00
024638,15:03:00,00:36:00
024639,13:14:00,01:23:00
024640,16:13:00,01:28:00
024641,19:20:00,00:05:00
024642,16:08:00,00:46:00
024643,14:13:00,01:30:00
024644,11:34:00,01:05:00
024645,09:13:00,00:30:00
024646,10:54:00,00:23:00
024647,15:53:00,01:02:00
024648,09:45:00,00:53:00
024649,13:08:00,00:59:00
024650,17:53:00,00:03:00
024651,13:13:00,01:39:00
024652,19:29:00,01:29:00
024653,09:33:00,01:28:00
024654,14:59:00,01:15:00
024655,10:24:00,00:26:00
024656,17:31:00,00:56:00
024657,11:05:00,00:46:00
024658,16:58:00,01:28:00
024659,19:44:00,01:53:00
024660,20:33:00,01:19:00
024661,17:23:00,00:27:00
024662,17:41:00,01:33:00
024663,11:05:00,00:58:00
024664,10:06:00,01:39:00
024665,20:53:00,01:49:00
024666,17:23:00,01:40:00
024667,17:37:00,00:35:00
024668,15:17:00,00:40:00
024669,20:48:00,01:12:00
024670,19:41:00,01:31:00
024671,19:25:00,00:51:00
024672,17:23:00,01:35:00
024673,13:39:00,00:14:00
024674,17:20:00,00:45:00
024675,21:29:00,00:16:00
024676,12:24:00,01:58:00
024677,18:14:00,00:43:00
024678,15:15:00,00:45:00
024679,10:10:00,00:53:00
024680,16:27:00,01:12:00
024681,09:27:00,00:15:00
024682,12:11:00,01:45:00
024683,11:41:00,00:55:00
024684,19:18:00,01:11:00
024685,21:24:00,00:35:00
024686,17:26:00,01:09:00
024687,18:01:00,01:46:00
024688,10:26:00,00:11:00
024689,16:36:00,01:43:00
024690,19:58:00,01:36:00
024691,15:35:00,00:44:00
024692,12:27:00,00:09:00
024693,20:59:00,00:53:00
024694,13:19:00,01:10:00
024695,11:50:00,01:42:00
024696,14:42:00,01:18:00
024697,14:38:00,00:14:00
024698,18:22:00,01:57:00
024699,12:14:00,00:38:00
024700,12:58:00,00:27:00
024701,20:11:00,01:18:00
024702,16:22:00,01:54:00
024703,15:52:00,01:13:00
024704,12:03:00,01:28:00
024705,14:25:00,00:18:00
024706,09:54:00,00:24:00
024707,18:49:00,01:06:00
024708,11:55:00,01:24:00
024709,09:33:00,01:20:00
024710,13:06:00,00:41:00
024711,10:27:00,00:34:00
024712,10:01:00,00:49:00
024713,16:34:00,00:53:00
024714,19:48:00,01:07:00
024715,15:31:00,01:15:00
024716,15:41:00,00:00:00
024717,21:17:00,01:52:00
024718,13:47:00,00:26:00
024719,14:15:00,01:05:00
024720,18:18:00,00:52:00
024721,14:52:00,00:39:00
024722,21:17:00,00:26:00
024723,17:24:00,00:57:00
024724,14:23:00,01:30:00
024725,17:34:00,01:12:00
024726,21:39:00,01:37:00
024727,12:10:00,01:55:00
024728,12:30:00,01:58:00
024729,20:55:00,01:21:00
024730,18:02:00,00:30:00
024731,11:42:00,00:36:00
024732,13:54:00,00:53:00
024733,17:58:00,00:13:00
024734,12:33:00,00:46:00
024735,19:14:00,01:19:00
024736,20:54:00,01:16:00
024737,10:26:00,01:15:00
024738,10:02:00,00:13:00
024739,17:25:00,01:14:00
024740,12:19:00,00:14:00
024741,10:42:00,00:25:00
024742,20:36:00,01:31:00
024743,19:37:00,01:25:00
024744,16:24:00,01:19:00
024745,14:35:00,01:07:00
024746,13:36:00,00:19:00
024747,09:51:00,01:07:00
024748,16:41:00,00:44:00
024749,20:53:00,01:47:00
024750,15:49:00,01:41:00
024751,10:25:00,01:20:00
024752,12:34:00,00:43:00
024753,13:08:00,01:16:00
024754,14:07:00,01:24:00
024755,12:58:00,00:56:00
024756,12:05:00,01:42:00
024757,11:36:00,01:33:00
024758,09:16:00,00:57:00
024759,11:11:00,01:54:00
024760,14:06:00,00:06:00
024761,09:21:00,01:23:00
024762,10:08:00,01:23:00
024763,19:37:00,01:41:00
024764,10:46:00,00:30:00
024765,19:37:00,01:29:00
024766,15:52:00,00:45:00
024767,09:12:00,00:48:00
024768,16:52:00,00:47:00
024769,18:37:00,00:23:00
024770,17:19:00,00:50:00
024771,21:16:00,01:01:00
024772,09:57:00,01:09:00
024773,14:07:00,00:55:00
024774,11:12:00,00:59:00
024775,21:29:00,00:35:00
024776,12:12:00,01:34:00
024777,10:25:00,01:07:00
024778,12:34:00,01:01:00
024779,09:22:00,01:28:00
024780,16:60:00,00:22:00
024781,10:04:00,01:39:00
024782,17:43:00,01:30:00
024783,18:30:00,00:01:00
024784,12:33:00,00:38:00
024785,11:46:00,00:28:00
024786,16:25:00,00:60:00
024787,10:34:00,00:14:00
024788,11:23:00,00:34:00
024789,14:06:00,00:50:00
024790,11:12:00,00:55:00
024791,14:10:00,01:40:00
024792,21:48:00,00:24:00
024793,19:47:00,01:54:00
024794,12:38:00,01:53:00
024795,18:24:00,01:38:00
024796,15:01:00,00:45:00
024797,16:04:00,01:01:00
024798,11:53:00,01:40:00
024799,21:44:00,01:27:00
024800,19:34:00,01:00:00
024801,13:07:00,00:15:00
024802,12:56:00,00:21:00
024803,13:08:00,01:54:00
024804,09:57:00,00:24:00
024805,11:37:00,00:54:00
024806,14:10:00,01:08:00
024807,11:01:00,00:35:00
024808,21:50:00,01:35:00
024809,10:52:00,01:18:00
024810,12:51:00,00:39:00
024811,19:37:00,01:26:00
024812,10:28:00,01:00:00
024813,13:28:00,01:26:00
024814,16:43:00,00:11:00
024815,17:39:00,01:22:00
024816,13:41:00,01:48:00
024817,19:40:00,01:32:00
024818,14:08:00,01:49:00
024819,13:13:00,01:36:00
024820,13:16:00,00:35:00
024821,09:00:00,01:03:00
024822,14:30:00,00:49:00
024823,16:60:00,01:38:00
024824,19:02:00,01:08:00
024825,15:16:00,00:41:00
024826,09:10:00,01:60:00
024827,11:44:00,00:11:00
024828,11:31:00,01:50:00
024829,11:33:00,01:43:00
024830,10:21:00,01:45:00
024831,09:58:00,01:55:00
024832,12:50:00,01:28:00
024833,15:26:00,01:44:00
024834,12:48:00,00:24:00
024835,13:51:00,01:46:00
024836,09:35:00,01:13:00
024837,15:49:00,00:36:00
024838,09:33:00,00:24:00
024839,17:28:00,00:57:00
024840,11:21:00,00:18:00
024841,14:38:00,01:42:00
024842,12:05:00,00:43:00
024843,10:54:00,00:41:00
024844,13:03:00,00:11:00
024845,20:53:00,01:09:00
024846,11:53:00,01:44:00
024847,18:30:00,01:43:00
024848,09:15:00,00:57:00
024849,16:33:00,01:27:00
024850,20:50:00,01:57:00
024851,15:16:00,01:25:00
024852,20:48:00,01:59:00
024853,18:49:00,00:06:00
024854,10:39:00,01:08:00
024855,18:44:00,01:04:00
024856,15:53:00,00:37:00
024857,18:38:00,00:31:00
024858,20:00:00,01:40:00
024859,12:20:00,00:51:00
024860,13:23:00,01:57:00
024861,15:33:00,00:46:00
024862,13:20:00,00:16:00
024863,13:25:00,01:60:00
024864,09:51:00,00:36:00
024865,21:51:00,00:60:00
024866,10:10:00,00:05:00
024867,10:50:00,01:16:00
024868,17:08:00,01:55:00
024869,14:08:00,00:17:00
024870,10:29:00,00:01:00
024871,21:13:00,01:52:00
024872,20:15:00,01:01:00
024873,16:00:00,01:09:00
024874,20:31:00,00:20:00
024875,21:00:00,01:58:00
024876,17:05:00,01:50:00
024877,13:44:00,01:41:00
024878,18:15:00,00:41:00
024879,12:21:00,01:19:00
024880,13:30:00,01:57:00
024881,13:34:00,00:01:00
024882,12:29:00,01:35:00
024883,16:28:00,00:33:00
024884,20:05:00,00:22:00
024885,11:17:00,01:35:00
024886,20:57:00,01:45:00
024887,10:06:00,01:60:00
024888,13:18:00,00:22:00
024889,12:40:00,01:03:00
024890,14:12:00,01:58:00
024891,19:01:00,01:25:00
024892,18:25:00,01:28:00
024893,19:46:00,00:18:00
024894,16:34:00,01:58:00
024895,12:45:00,01:20:00
024896,13:35:00,01:47:00
024897,20:30:00,01:43:00
024898,20:18:00,00:08:00
024899,13:35:00,00:12:00
024900,18:59:00,00:28:00
024901,18:31:00,01:26:00
024902,16:08:00,01:26:00
024903,19:40:00,01:02:00
024904,14:07:00,00:19:00
024905,17:18:00,01:53:00
024906,14:23:00,00:37:00
024907,17:37:00,01:10:00
024908,16:03:00,00:36:00
024909,10:51:00,01:09:00
024910,14:20:00,01:18:00
024911,13:53:00,00:53:00
024912,15:37:00,01:41:00
024913,17:37:00,00:33:00
024914,12:38:00,01:42:00
024915,17:50:00,00:19:00
024916,11:46:00,01:52:00
024917,10:59:00,00:49:00
024918,17:42:00,01:40:00
024919,14:20:00,00:35:00
024920,19:31:00,00:00:00
024921,18:17:00,00:38:00
024922,09:59:00,01:55:00
024923,19:25:00,00:48:00
024924,11:18:00,01:07:00
024925,17:35:00,00:02:00
024926,10:24:00,00:37:00
024927,10:45:00,00:01:00
024928,19:02:00,01:55:00
024929,15:20:00,00:38:00
024930,16:06:00,00:37:00
024931,20:22:00,01:49:00
024932,21:21:00,00:49:00
024933,21:24:00,00:53:00
024934,21:00:00,01:07:00
024935,15:41:00,01:05:00
024936,16:56:00,01:45:00
024937,15:53:00,01:02:00
024938,17:35:00,01:06:00
024939,09:54:00,00:04:00
024940,20:57:00,00:24:00
024941,16:16:00,01:53:00
024942,17:22:00,01:23:00
024943,19:24:00,00:10:00
024944,09:24:00,01:31:00
024945,17:37:00,01:52:00
024946,14:11:00,00:44:00
024947,14:30:00,00:46:00
024948,12:56:00,01:60:00
024949,19:06:00,00:00:00
024950,20:21:00,00:24:00
024951,15:58:00,00:12:00
024952,17:04:00,00:29:00
024953,12:44:00,01:52:00
024954,13:17:00,01:60:00
024955,14:55:00,00:23:00
024956,19:44:00,01:21:00
024957,13:08:00,00:36:00
024958,12:41:00,01:38:00
024959,16:52:00,01:54:00
024960,18:18:00,00:54:00
024961,16:43:00,00:25:00
024962,13:40:00,01:34:00
024963,14:07:00,00:41:00
024964,16:40:00,01:52:00
024965,10:56:00,00:04:00
024966,10:31:00,00:33:00
024967,14:55:00,01:06:00
024968,15:09:00,01:07:00
024969,18:09:00,00:38:00
024970,17:49:00,00:43:00
024971,15:43:00,00:16:00
024972,14:23:00,00:55:00
024973,19:55:00,00:24:00
024974,09:04:00,01:28:00
024975,21:60:00,01:52:00
024976,16:60:00,01:23:00
024977,17:38:00,01:43:00
024978,21:09:00,01:22:00
024979,20:36:00,00:03:00
024980,17:38:00,01:35:00
024981,12:21:00,00:43:00
024982,18:28:00,00:43:00
024983,10:58:00,00:01:00
024984,10:25:00,00:38:00
024985,19:59:00,00:43:00
024986,11:46:00,00:45:00
024987,14:13:00,01:04:00
024988,15:03:00,00:19:00
024989,17:02:00,01:15:00
024990,09:38:00,00:35:00
024991,21:26:00,00:47:00
024992,18:17:00,00:40:00
024993,10:14:00,01:25:00
024994,20:34:00,00:38:00
024995,14:22:00,00:29:00
024996,16:30:00,00:22:00
024997,12:36:00,00:14:00
024998,09:48:00,00:33:00
024999,10:06:00,01:24:00
025000,12:46:00,00:45:00
025001,11:49:00,00:35:00
025002,21:51:00,01:01:00
025003,14:54:00,00:49:00
025004,21:60:00,01:21:00
025005,19:20:00,01:59:00
025006,20:15:00,01:52:00
025007,21:10:00,01:17:00
025008,09:25:00,00:12:00
025009,16:02:00,00:49:00
025010,17:43:00,01:19:00
025011,09:05:00,00:57:00
025012,20:33:00,00:41:00
025013,14:40:00,00:39:00
025014,13:31:00,01:41:00
025015,13:49:00,01:17:00
025016,15:48:00,01:31:00
025017,14:00:00,01:52:00
025018,17:03:00,01:26:00
025019,19:20:00,00:31:00
025020,19:46:00,00:43:00
025021,11:43:00,00:24:00
025022,10:40:00,01:22:00
025023,13:40:00,01:22:00
025024,20:11:00,00:23:00
025025,18:11:00,01:00:00
025026,13:27:00,01:46:00
025027,12:28:00,00:27:00
025028,14:47:00,00:26:00
025029,16:56:00,01:21:00
025030,18:04:00,01:04:00
025031,10:08:00,00:53:00
025032,09:29:00,00:46:00
025033,19:22:00,00:39:00
025034,14:38:00,01:02:00
025035,18:46:00,01:28:00
025036,12:44:00,00:14:00
025037,11:42:00,00:29:00
025038,16:42:00,00:24:00
025039,19:27:00,00:02:00
025040,14:41:00,00:10:00
025041,17:23:00,00:13:00
025042,21:34:00,01:45:00
025043,15:19:00,00:29:00
025044,09:49:00,01:00:00
025045,16:19:00,01:23:00
025046,18:31:00,01:35:00
025047,11:51:00,00:60:00
025048,17:48:00,01:29:00
025049,12:56:00,01:15:00
025050,13:02:00,01:14:00
025051,20:50:00,01:46:00
025052,13:44:00,00:47:00
025053,17:29:00,01:13:00
025054,19:53:00,01:25:00
025055,13:36:00,01:15:00
025056,14:59:00,00:40:00
025057,17:51:00,01:39:00
025058,16:19:00,01:04:00
025059,14:43:00,01:02:00
025060,21:35:00,00:18:00
025061,11:47:00,00:58:00
025062,12:09:00,00:59:00
025063,21:31:00,01:06:00
025064,11:28:00,00:43:00
025065,20:53:00,00:46:00
025066,17:14:00,01:47:00
025067,15:17:00,01:29:00
025068,18:42:00,00:60:00
025069,13:12:00,00:46:00
025070,12:60:00,01:03:00
025071,13:16:00,00:12:00
025072,10:09:00,01:22:00
025073,18:09:00,01:57:00
025074,14:00:00,01:47:00
025075,11:21:00,00:28:00
025076,21:14:00,01:23:00
025077,11:15:00,01:34:00
025078,13:08:00,00:58:00
025079,14:42:00,00:33:00
025080,15:60:00,01:48:00
025081,15:04:00,00:44:00
025082,20:05:00,01:25:00
025083,20:54:00,01:32:00
025084,18:00:00,00:55:00
025085,18:28:00,01:57:00
025086,12:25:00,00:01:00
025087,12:43:00,00:13:00
025088,17:08:00,00:02:00
025089,13:49:00,01:33:00
025090,19:47:00,01:33:00
025091,15:47:00,00:06:00
025092,15:39:00,01:00:00
025093,20:06:00,01:03:00
025094,09:04:00,01:47:00
025095,21:28:00,01:13:00
025096,18:25:00,00:02:00
025097,11:53:00,00:48:00
025098,10:33:00,01:36:00
025099,16:02:00,00:48:00
025100,19:33:00,01:56:00
025101,21:30:00,00:09:00
025102,16:31:00,00:06:00
025103,15:05:00,01:33:00
025104,16:33:00,00:04:00
025105,10:18:00,01:29:00
025106,17:60:00,00:18:00
025107,14:53:00,01:52:00
025108,12:12:00,00:04:00
025109,19:34:00,00:56:00
025110,15:60:00,00:22:00
025111,19:52:00,00:02:00
025112,17:35:00,01:38:00
025113,17:51:00,00:11:00
025114,14:36:00,01:43:00
025115,14:36:00,01:54:00
025116,10:08:00,00:06:00
025117,09:11:00,00:48:00
025118,13:05:00,01:26:00
025119,10:07:00,00:13:00
025120,16:27:00,01:23:00
025121,16:55:00,00:48:00
025122,21:49:00,01:43:00
025123,14:44:00,01:35:00
025124,18:24:00,01:54:00
025125,17:13:00,00:27:00
025126,15:48:00,01:51:00
025127,11:59:00,00:41:00
025128,19:07:00,00:47:00
025129,20:28:00,01:21:00
025130,20:16:00,00:14:00
025131,11:46:00,01:07:00
025132,20:31:00,00:06:00
025133,09:33:00,01:40:00
025134,14:54:00,01:27:00
025135,09:19:00,01:42:00
025136,11:57:00,00:59:00
025137,09:57:00,00:37:00
025138,10:23:00,00:56:00
025139,17:06:00,01:15:00
025140,20:08:00,01:37:00
025141,14:31:00,00:10:00
025142,17:43:00,01:12:00
025143,09:01:00,00:04:00
025144,17:17:00,01:57:00
025145,20:33:00,01:20:00
025146,11:40:00,00:44:00
025147,15:18:00,00:12:00
025148,10:25:00,00:48:00
025149,20:14:00,01:07:00
025150,15:05:00,01:43:00
025151,14:31:00,01:42:00
025152,13:53:00,01:13:00
025153,09:13:00,01:53:00
025154,17:00:00,01:34:00
025155,12:14:00,01:23:00
025156,18:36:00,01:54:00
025157,10:56:00,01:26:00
025158,19:10:00,01:38:00
025159,20:06:00,01:09:00
025160,14:49:00,00:20:00
025161,11:13:00,00:22:00
025162,21:43:00,00:36:00
025163,15:58:00,01:09:00
025164,09:56:00,00:36:00
025165,13:35:00,00:47:00
025166,20:51:00,01:18:00
025167,09:37:00,00:28:00
025168,21:35:00,00:50:00
025169,18:55:00,01:38:00
025170,12:24:00,00:26:00
025171,10:00:00,01:58:00
025172,10:44:00,00:05:00
025173,13:00:00,00:53:00
025174,17:49:00,00:02:00
025175,12:07:00,01:15:00
025176,09:09:00,01:43:00
025177,10:09:00,01:18:00
025178,21:00:00,00:03:00
025179,19:29:00,00:25:00
025180,19:54:00,00:49:00
025181,14:23:00,01:10:00
025182,21:39:00,01:15:00
025183,11:44:00,00:39:00
025184,17:13:00,00:06:00
025185,18:16:00,01:20:00
025186,19:60:00,01:55:00
025187,21:36:00,01:08:00
